IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
54.202.197.141,443,443,true,SEA,North America,US,Seattle,265,9.57
54.201.196.181,443,443,true,SEA,North America,US,Seattle,214,9.57
35.163.138.73,443,443,true,PDX,North America,US,Portland,239,9.57
54.203.62.27,443,443,true,SEA,North America,US,Seattle,350,9.56
54.189.158.193,443,443,true,SEA,North America,US,Seattle,243,9.56
34.221.148.72,443,443,true,PDX,North America,US,Portland,336,9.56
34.212.66.246,443,443,true,PDX,North America,US,Portland,380,9.56
54.67.51.104,8443,443,true,SJC,North America,US,San Jose,348,9.55
54.186.167.251,443,443,true,SEA,North America,US,Seattle,294,9.55
54.191.176.232,443,443,true,SEA,North America,US,Seattle,261,9.55
54.177.169.110,443,443,true,SJC,North America,US,San Jose,338,9.55
35.179.17.225,443,443,true,LHR,Europe,GB,London,385,9.54
54.191.168.223,443,443,true,SEA,North America,US,Seattle,258,9.54
54.185.29.124,443,443,true,SEA,North America,US,Seattle,347,9.54
34.220.227.108,443,443,true,PDX,North America,US,Portland,254,9.53
34.214.216.195,443,443,true,PDX,North America,US,Portland,223,9.52
52.89.100.174,443,443,true,SEA,North America,US,Seattle,249,9.52
3.76.206.85,443,443,true,FRA,Europe,DE,Frankfurt,365,9.52
54.214.136.8,443,443,true,SEA,North America,US,Seattle,224,9.52
34.216.39.36,443,443,true,PDX,North America,US,Portland,305,9.52
34.212.211.102,443,443,true,PDX,North America,US,Portland,290,9.52
34.223.205.243,443,443,true,PDX,North America,US,Portland,265,9.52
34.220.228.210,443,443,true,PDX,North America,US,Portland,227,9.52
18.237.80.62,443,443,true,PDX,North America,US,Portland,255,9.52
34.213.153.77,443,443,true,PDX,North America,US,Portland,221,9.51
35.163.138.73,443,443,true,PDX,North America,US,Portland,216,9.51
35.90.1.150,443,443,true,PDX,North America,US,Portland,316,9.51
35.87.154.39,443,443,true,PDX,North America,US,Portland,219,9.51
3.126.159.12,443,443,true,FRA,Europe,DE,Frankfurt,375,9.51
52.89.142.8,443,443,true,SEA,North America,US,Seattle,286,9.50
18.246.216.233,443,443,true,PDX,North America,US,Portland,339,9.50
18.237.255.98,443,443,true,PDX,North America,US,Portland,248,9.50
52.39.31.79,443,443,true,SEA,North America,US,Seattle,220,9.50
54.201.113.32,443,443,true,SEA,North America,US,Seattle,288,9.50
44.243.17.25,443,443,true,PDX,North America,US,Portland,253,9.50
52.89.7.131,443,443,true,SEA,North America,US,Seattle,239,9.50
34.210.61.223,443,443,true,PDX,North America,US,Portland,252,9.50
35.88.150.124,443,443,true,PDX,North America,US,Portland,246,9.50
35.85.54.102,443,443,true,PDX,North America,US,Portland,258,9.49
54.218.39.144,443,443,true,SEA,North America,US,Seattle,292,9.49
54.185.216.4,443,443,true,SEA,North America,US,Seattle,251,9.49
34.222.135.204,443,443,true,PDX,North America,US,Portland,285,9.49
35.89.79.103,443,443,true,PDX,North America,US,Portland,376,9.49
35.179.150.4,443,443,true,LHR,Europe,GB,London,374,9.49
52.25.11.252,443,443,true,SEA,North America,US,Seattle,215,9.49
35.163.119.237,443,443,true,PDX,North America,US,Portland,215,9.48
35.163.186.75,443,443,true,PDX,North America,US,Portland,218,9.48
35.85.61.209,443,443,true,PDX,North America,US,Portland,327,9.48
54.202.197.141,443,443,true,SEA,North America,US,Seattle,451,9.48
54.201.137.180,443,443,true,SEA,North America,US,Seattle,306,9.47
54.193.81.187,443,443,true,SJC,North America,US,San Jose,262,9.47
34.212.82.22,443,443,true,PDX,North America,US,Portland,423,9.47
34.213.177.161,443,443,true,PDX,North America,US,Portland,351,9.47
44.244.32.69,443,443,true,PDX,North America,US,Portland,327,9.47
52.32.113.215,443,443,true,SEA,North America,US,Seattle,327,9.47
54.188.36.112,443,443,true,SEA,North America,US,Seattle,293,9.47
35.164.228.188,443,443,true,PDX,North America,US,Portland,342,9.47
35.90.19.95,443,443,true,PDX,North America,US,Portland,346,9.47
35.89.19.246,443,443,true,PDX,North America,US,Portland,236,9.47
34.209.87.172,443,443,true,PDX,North America,US,Portland,330,9.47
35.179.17.141,443,443,true,LHR,Europe,GB,London,301,9.46
52.12.166.5,443,443,true,SEA,North America,US,Seattle,246,9.46
34.211.161.246,443,443,true,PDX,North America,US,Portland,320,9.46
52.42.18.247,443,443,true,SEA,North America,US,Seattle,216,9.46
35.89.21.60,443,443,true,PDX,North America,US,Portland,380,9.46
35.160.46.186,443,443,true,PDX,North America,US,Portland,322,9.46
54.188.84.63,443,443,true,SEA,North America,US,Seattle,346,9.46
35.160.120.234,443,443,true,PDX,North America,US,Portland,281,9.46
35.178.253.69,443,443,true,LHR,Europe,GB,London,248,9.45
54.214.140.242,443,443,true,SEA,North America,US,Seattle,334,9.45
63.176.160.97,443,443,true,AMS,Europe,NL,Amsterdam,260,9.45
52.89.100.174,443,443,true,SEA,North America,US,Seattle,244,9.45
52.89.219.134,443,443,true,SEA,North America,US,Seattle,339,9.45
35.179.161.129,443,443,true,LHR,Europe,GB,London,240,9.44
54.189.152.22,443,443,true,SEA,North America,US,Seattle,286,9.44
54.218.218.214,443,443,true,SEA,North America,US,Seattle,291,9.44
34.217.176.250,443,443,true,PDX,North America,US,Portland,264,9.44
34.213.123.39,443,443,true,PDX,North America,US,Portland,348,9.44
52.26.0.10,443,443,true,SEA,North America,US,Seattle,247,9.44
52.89.64.209,443,443,true,SEA,North America,US,Seattle,427,9.44
52.33.27.192,443,443,true,SEA,North America,US,Seattle,224,9.44
54.203.22.171,443,443,true,SEA,North America,US,Seattle,347,9.43
54.193.48.13,443,443,true,SJC,North America,US,San Jose,354,9.43
35.90.17.210,443,443,true,PDX,North America,US,Portland,262,9.43
35.84.211.245,443,443,true,PDX,North America,US,Portland,357,9.43
34.221.172.42,443,443,true,PDX,North America,US,Portland,217,9.43
34.222.150.68,443,443,true,PDX,North America,US,Portland,277,9.43
52.35.18.79,443,443,true,SEA,North America,US,Seattle,302,9.42
35.160.249.20,443,443,true,PDX,North America,US,Portland,230,9.42
54.191.14.248,443,443,true,SEA,North America,US,Seattle,379,9.42
52.40.65.17,443,443,true,SEA,North America,US,Seattle,267,9.42
35.164.228.188,443,443,true,PDX,North America,US,Portland,362,9.42
35.166.157.195,443,443,true,PDX,North America,US,Portland,420,9.42
52.37.208.64,443,443,true,SEA,North America,US,Seattle,230,9.42
34.222.160.79,443,443,true,PDX,North America,US,Portland,254,9.42
54.244.56.252,443,443,true,SEA,North America,US,Seattle,294,9.42
54.200.206.23,443,443,true,SEA,North America,US,Seattle,273,9.41
35.161.254.96,443,443,true,PDX,North America,US,Portland,283,9.41
54.148.167.46,443,443,true,PDX,North America,US,Portland,274,9.41
3.64.63.172,443,443,true,AMS,Europe,NL,Amsterdam,330,9.41
34.222.0.198,443,443,true,PDX,North America,US,Portland,243,9.41
34.213.96.202,443,443,true,PDX,North America,US,Portland,246,9.41
34.209.145.119,443,443,true,PDX,North America,US,Portland,240,9.41
35.160.46.186,443,443,true,PDX,North America,US,Portland,217,9.41
54.214.93.207,443,443,true,SEA,North America,US,Seattle,239,9.41
34.215.211.71,443,443,true,PDX,North America,US,Portland,247,9.40
35.160.249.20,443,443,true,PDX,North America,US,Portland,316,9.40
54.202.5.57,443,443,true,SEA,North America,US,Seattle,254,9.40
54.186.55.227,443,443,true,SEA,North America,US,Seattle,317,9.40
35.161.241.79,443,443,true,PDX,North America,US,Portland,276,9.40
54.201.115.121,443,443,true,SEA,North America,US,Seattle,347,9.40
34.220.150.51,8443,443,true,PDX,North America,US,Portland,220,9.40
35.166.157.195,443,443,true,PDX,North America,US,Portland,279,9.40
52.38.253.39,443,443,true,SEA,North America,US,Seattle,237,9.40
34.222.153.142,443,443,true,PDX,North America,US,Portland,216,9.39
52.39.31.79,443,443,true,SEA,North America,US,Seattle,296,9.39
18.134.128.159,443,443,true,LHR,Europe,GB,London,262,9.39
54.191.245.90,443,443,true,SEA,North America,US,Seattle,304,9.39
35.167.80.86,443,443,true,PDX,North America,US,Portland,227,9.39
34.210.43.106,443,443,true,PDX,North America,US,Portland,271,9.39
3.126.159.12,443,443,true,FRA,Europe,DE,Frankfurt,246,9.39
52.37.73.176,443,443,true,SEA,North America,US,Seattle,231,9.38
54.201.12.37,443,443,true,SEA,North America,US,Seattle,242,9.38
18.237.85.194,443,443,true,PDX,North America,US,Portland,232,9.38
54.212.11.219,443,443,true,SEA,North America,US,Seattle,210,9.38
35.165.75.246,443,443,true,PDX,North America,US,Portland,267,9.38
34.209.52.69,443,443,true,PDX,North America,US,Portland,319,9.38
54.201.196.181,443,443,true,SEA,North America,US,Seattle,286,9.38
34.220.189.111,8443,443,true,PDX,North America,US,Portland,305,9.37
18.246.214.186,443,443,true,PDX,North America,US,Portland,361,9.37
18.142.138.96,443,443,true,SIN,Asia Pacific,SG,Singapore,269,9.37
34.217.206.155,443,443,true,PDX,North America,US,Portland,233,9.37
52.36.5.102,443,443,true,SEA,North America,US,Seattle,336,9.37
54.245.32.121,443,443,true,SEA,North America,US,Seattle,320,9.37
34.220.169.223,443,443,true,PDX,North America,US,Portland,291,9.36
52.13.212.72,443,443,true,PDX,North America,US,Portland,275,9.36
52.12.184.238,443,443,true,SEA,North America,US,Seattle,326,9.35
35.89.77.68,443,443,true,PDX,North America,US,Portland,355,9.35
34.210.231.86,443,443,true,PDX,North America,US,Portland,289,9.35
52.27.192.206,443,443,true,SEA,North America,US,Seattle,229,9.35
34.217.109.194,443,443,true,PDX,North America,US,Portland,413,9.35
52.42.71.111,443,443,true,SEA,North America,US,Seattle,274,9.34
52.25.202.216,443,443,true,SEA,North America,US,Seattle,368,9.34
52.34.112.219,443,443,true,SEA,North America,US,Seattle,339,9.34
54.202.86.65,443,443,true,SEA,North America,US,Seattle,221,9.34
54.185.23.215,443,443,true,SEA,North America,US,Seattle,322,9.34
34.210.231.86,443,443,true,PDX,North America,US,Portland,229,9.34
35.164.148.20,443,443,true,PDX,North America,US,Portland,231,9.34
52.42.18.247,443,443,true,SEA,North America,US,Seattle,288,9.34
54.185.242.150,443,443,true,SEA,North America,US,Seattle,270,9.33
35.165.70.80,443,443,true,PDX,North America,US,Portland,304,9.33
34.221.180.51,443,443,true,PDX,North America,US,Portland,237,9.33
35.88.156.154,443,443,true,PDX,North America,US,Portland,218,9.32
52.11.40.190,443,443,true,SEA,North America,US,Seattle,348,9.32
35.86.89.100,443,443,true,PDX,North America,US,Portland,317,9.32
34.216.77.116,443,443,true,PDX,North America,US,Portland,299,9.32
35.164.213.210,443,443,true,PDX,North America,US,Portland,333,9.32
54.202.53.141,443,443,true,SEA,North America,US,Seattle,229,9.32
34.213.123.39,443,443,true,PDX,North America,US,Portland,346,9.32
54.213.215.13,2053,443,true,PDX,North America,US,Portland,348,9.31
52.88.84.7,443,443,true,SEA,North America,US,Seattle,353,9.31
35.93.39.211,443,443,true,PDX,North America,US,Portland,308,9.31
35.179.178.62,443,443,true,LHR,Europe,GB,London,290,9.31
52.88.19.63,443,443,true,SEA,North America,US,Seattle,424,9.30
52.25.45.27,443,443,true,SEA,North America,US,Seattle,333,9.30
34.220.210.132,443,443,true,PDX,North America,US,Portland,291,9.30
34.211.67.95,8443,443,true,PDX,North America,US,Portland,306,9.30
35.89.77.142,443,443,true,PDX,North America,US,Portland,246,9.30
35.165.20.3,443,443,true,PDX,North America,US,Portland,232,9.30
54.185.230.15,443,443,true,SEA,North America,US,Seattle,268,9.29
44.243.46.251,443,443,true,PDX,North America,US,Portland,373,9.29
34.222.0.44,443,443,true,PDX,North America,US,Portland,242,9.29
34.221.148.72,443,443,true,PDX,North America,US,Portland,268,9.29
34.216.62.20,443,443,true,PDX,North America,US,Portland,308,9.29
54.149.170.196,443,443,true,SEA,North America,US,Seattle,554,9.29
34.212.93.49,443,443,true,PDX,North America,US,Portland,213,9.29
52.27.147.34,443,443,true,SEA,North America,US,Seattle,316,9.29
52.10.230.80,443,443,true,SEA,North America,US,Seattle,258,9.28
35.94.140.213,443,443,true,PDX,North America,US,Portland,328,9.28
52.32.43.186,443,443,true,SEA,North America,US,Seattle,307,9.28
35.88.143.153,443,443,true,PDX,North America,US,Portland,341,9.28
35.91.194.112,443,443,true,PDX,North America,US,Portland,330,9.28
52.89.242.241,443,443,true,SEA,North America,US,Seattle,360,9.28
34.212.0.22,443,443,true,PDX,North America,US,Portland,345,9.28
52.88.19.63,443,443,true,SEA,North America,US,Seattle,315,9.27
34.220.181.38,443,443,true,PDX,North America,US,Portland,273,9.27
54.203.22.171,443,443,true,SEA,North America,US,Seattle,307,9.27
35.89.22.204,443,443,true,PDX,North America,US,Portland,229,9.27
35.95.69.104,8443,443,true,PDX,North America,US,Portland,353,9.27
35.95.42.152,443,443,true,PDX,North America,US,Portland,362,9.27
34.217.103.220,443,443,true,PDX,North America,US,Portland,329,9.27
54.201.92.165,443,443,true,SEA,North America,US,Seattle,330,9.27
35.92.141.38,443,443,true,PDX,North America,US,Portland,332,9.26
54.213.89.249,443,443,true,SEA,North America,US,Seattle,398,9.26
54.189.152.22,443,443,true,SEA,North America,US,Seattle,247,9.26
35.159.168.72,443,443,true,FRA,Europe,DE,Frankfurt,253,9.26
35.90.5.209,443,443,true,PDX,North America,US,Portland,291,9.26
52.37.149.253,443,443,true,SEA,North America,US,Seattle,287,9.26
35.179.133.221,443,443,true,LHR,Europe,GB,London,380,9.26
35.161.37.156,443,443,true,PDX,North America,US,Portland,285,9.26
54.202.82.209,443,443,true,SEA,North America,US,Seattle,278,9.26
54.203.21.227,443,443,true,SEA,North America,US,Seattle,298,9.25
35.94.112.133,443,443,true,PDX,North America,US,Portland,247,9.25
34.217.174.47,443,443,true,PDX,North America,US,Portland,443,9.25
35.88.123.48,443,443,true,PDX,North America,US,Portland,217,9.25
52.10.173.73,443,443,true,SEA,North America,US,Seattle,318,9.25
35.165.233.59,443,443,true,PDX,North America,US,Portland,262,9.25
35.178.206.212,443,443,true,LHR,Europe,GB,London,385,9.25
52.12.184.238,443,443,true,SEA,North America,US,Seattle,314,9.24
54.185.60.241,443,443,true,SEA,North America,US,Seattle,297,9.24
35.161.25.107,443,443,true,PDX,North America,US,Portland,361,9.24
54.185.37.197,443,443,true,SEA,North America,US,Seattle,234,9.24
54.186.65.205,443,443,true,SEA,North America,US,Seattle,322,9.24
34.214.153.176,443,443,true,PDX,North America,US,Portland,224,9.24
52.37.111.141,443,443,true,SEA,North America,US,Seattle,287,9.24
52.36.255.172,443,443,true,SEA,North America,US,Seattle,215,9.24
35.89.139.157,443,443,true,PDX,North America,US,Portland,234,9.24
34.220.182.53,8443,443,true,PDX,North America,US,Portland,278,9.24
44.244.32.69,443,443,true,PDX,North America,US,Portland,317,9.24
3.146.105.69,443,443,true,YYZ,North America,CA,Toronto,388,9.23
18.236.167.105,443,443,true,PDX,North America,US,Portland,240,9.23
54.190.54.95,443,443,true,SEA,North America,US,Seattle,245,9.23
54.187.240.196,443,443,true,SEA,North America,US,Seattle,228,9.23
54.201.122.129,443,443,true,SEA,North America,US,Seattle,348,9.23
34.222.32.52,443,443,true,PDX,North America,US,Portland,246,9.23
54.203.21.227,443,443,true,SEA,North America,US,Seattle,262,9.23
54.185.242.150,443,443,true,SEA,North America,US,Seattle,346,9.23
54.187.240.31,443,443,true,SEA,North America,US,Seattle,267,9.23
54.200.206.23,443,443,true,SEA,North America,US,Seattle,322,9.22
35.164.159.45,443,443,true,PDX,North America,US,Portland,517,9.22
47.129.215.163,443,443,true,SIN,Asia Pacific,SG,Singapore,271,9.22
35.167.165.36,443,443,true,PDX,North America,US,Portland,268,9.22
3.145.163.135,443,443,true,YYZ,North America,CA,Toronto,377,9.22
54.188.116.102,443,443,true,SEA,North America,US,Seattle,313,9.22
3.123.255.167,443,443,true,FRA,Europe,DE,Frankfurt,278,9.22
54.189.149.30,443,443,true,SEA,North America,US,Seattle,221,9.22
18.236.92.169,443,443,true,PDX,North America,US,Portland,375,9.22
54.213.215.13,8443,443,true,PDX,North America,US,Portland,316,9.21
52.38.6.43,443,443,true,PDX,North America,US,Portland,377,9.21
52.38.253.39,443,443,true,SEA,North America,US,Seattle,358,9.21
34.213.177.161,443,443,true,PDX,North America,US,Portland,215,9.21
35.90.12.193,443,443,true,PDX,North America,US,Portland,262,9.21
18.134.154.29,443,443,true,LHR,Europe,GB,London,263,9.21
18.133.160.44,443,443,true,LHR,Europe,GB,London,245,9.20
52.41.13.77,443,443,true,SEA,North America,US,Seattle,319,9.20
54.187.179.49,443,443,true,SEA,North America,US,Seattle,283,9.20
34.219.16.219,443,443,true,PDX,North America,US,Portland,276,9.20
54.185.23.222,443,443,true,SEA,North America,US,Seattle,370,9.20
54.188.84.63,443,443,true,SEA,North America,US,Seattle,280,9.20
35.179.161.129,443,443,true,LHR,Europe,GB,London,424,9.19
54.187.109.162,443,443,true,SEA,North America,US,Seattle,277,9.19
52.12.71.23,443,443,true,SEA,North America,US,Seattle,281,9.19
34.217.7.63,443,443,true,PDX,North America,US,Portland,366,9.19
35.166.121.110,443,443,true,PDX,North America,US,Portland,318,9.19
54.202.0.116,443,443,true,SEA,North America,US,Seattle,245,9.19
47.129.198.100,443,443,true,SIN,Asia Pacific,SG,Singapore,341,9.19
54.186.168.78,443,443,true,SEA,North America,US,Seattle,369,9.19
34.209.218.250,443,443,true,PDX,North America,US,Portland,231,9.18
35.179.144.131,443,443,true,LHR,Europe,GB,London,246,9.18
34.216.160.106,443,443,true,PDX,North America,US,Portland,286,9.18
54.191.45.99,443,443,true,SEA,North America,US,Seattle,414,9.18
44.243.246.190,443,443,true,PDX,North America,US,Portland,361,9.18
34.219.121.10,443,443,true,PDX,North America,US,Portland,340,9.18
34.215.139.145,443,443,true,PDX,North America,US,Portland,333,9.18
54.245.42.30,443,443,true,SEA,North America,US,Seattle,234,9.18
54.244.57.216,443,443,true,SEA,North America,US,Seattle,296,9.17
54.201.84.231,443,443,true,SEA,North America,US,Seattle,327,9.17
34.220.105.193,443,443,true,PDX,North America,US,Portland,272,9.17
54.219.186.103,443,443,true,SJC,North America,US,San Jose,309,9.17
52.33.54.91,443,443,true,SEA,North America,US,Seattle,327,9.16
35.92.118.136,443,443,true,PDX,North America,US,Portland,248,9.16
54.71.123.139,443,443,true,SEA,North America,US,Seattle,285,9.16
35.89.255.125,443,443,true,PDX,North America,US,Portland,255,9.16
34.214.104.193,8443,443,true,PDX,North America,US,Portland,250,9.16
34.223.223.80,443,443,true,PDX,North America,US,Portland,256,9.16
54.245.34.248,443,443,true,SEA,North America,US,Seattle,277,9.16
34.215.139.145,443,443,true,PDX,North America,US,Portland,299,9.16
34.220.189.111,8443,443,true,PDX,North America,US,Portland,251,9.15
18.175.240.177,80,443,true,LHR,Europe,GB,London,267,9.15
35.161.241.79,443,443,true,PDX,North America,US,Portland,241,9.15
54.188.17.68,443,443,true,SEA,North America,US,Seattle,293,9.15
54.185.195.202,443,443,true,SEA,North America,US,Seattle,228,9.15
3.129.183.128,443,443,true,CMH,North America,US,Columbus,263,9.15
54.213.239.129,443,443,true,SEA,North America,US,Seattle,217,9.14
35.93.221.83,8443,443,true,PDX,North America,US,Portland,223,9.14
34.220.168.80,443,443,true,PDX,North America,US,Portland,219,9.14
34.223.223.80,443,443,true,PDX,North America,US,Portland,264,9.14
35.86.83.132,443,443,true,PDX,North America,US,Portland,358,9.14
35.163.0.165,443,443,true,PDX,North America,US,Portland,274,9.14
54.213.166.87,443,443,true,SEA,North America,US,Seattle,362,9.13
35.85.136.100,443,443,true,PDX,North America,US,Portland,319,9.13
52.35.18.79,443,443,true,SEA,North America,US,Seattle,363,9.13
18.237.85.225,443,443,true,PDX,North America,US,Portland,279,9.13
52.13.8.145,443,443,true,SEA,North America,US,Seattle,223,9.13
34.219.79.247,443,443,true,PDX,North America,US,Portland,217,9.12
54.214.105.136,443,443,true,SEA,North America,US,Seattle,282,9.12
35.164.148.20,443,443,true,PDX,North America,US,Portland,324,9.12
34.211.228.209,443,443,true,PDX,North America,US,Portland,249,9.12
35.88.143.58,443,443,true,PDX,North America,US,Portland,260,9.12
34.214.153.176,443,443,true,PDX,North America,US,Portland,334,9.12
34.215.211.71,443,443,true,PDX,North America,US,Portland,312,9.11
34.216.79.84,443,443,true,PDX,North America,US,Portland,243,9.11
18.237.88.217,443,443,true,PDX,North America,US,Portland,215,9.11
54.212.56.170,443,443,true,SEA,North America,US,Seattle,216,9.11
34.220.188.196,443,443,true,PDX,North America,US,Portland,215,9.11
18.236.69.39,443,443,true,PDX,North America,US,Portland,369,9.11
54.200.159.196,443,443,true,SEA,North America,US,Seattle,371,9.11
3.68.197.87,8080,443,true,FRA,Europe,DE,Frankfurt,328,9.11
54.245.34.248,443,443,true,SEA,North America,US,Seattle,235,9.11
34.219.6.41,443,443,true,PDX,North America,US,Portland,296,9.10
35.91.128.134,443,443,true,PDX,North America,US,Portland,234,9.10
44.243.212.167,443,443,true,SEA,North America,US,Seattle,316,9.10
52.40.145.162,443,443,true,SEA,North America,US,Seattle,369,9.10
54.200.169.117,443,443,true,SEA,North America,US,Seattle,361,9.10
52.53.247.25,443,443,true,SJC,North America,US,San Jose,226,9.10
54.70.201.49,443,443,true,SEA,North America,US,Seattle,237,9.09
3.18.196.26,443,443,true,YYZ,North America,CA,Toronto,242,9.09
35.95.30.150,443,443,true,PDX,North America,US,Portland,360,9.09
54.244.75.190,443,443,true,SEA,North America,US,Seattle,240,9.09
34.215.193.129,443,443,true,PDX,North America,US,Portland,373,9.09
52.41.13.77,443,443,true,SEA,North America,US,Seattle,335,9.09
54.201.215.188,443,443,true,SEA,North America,US,Seattle,227,9.08
34.208.221.169,443,443,true,PDX,North America,US,Portland,363,9.08
54.151.9.4,80,443,true,SJC,North America,US,San Jose,357,9.08
3.101.73.167,80,443,true,SJC,North America,US,San Jose,382,9.08
52.43.219.106,443,443,true,SEA,North America,US,Seattle,356,9.08
54.245.6.77,443,443,true,SEA,North America,US,Seattle,294,9.07
54.241.79.250,80,443,true,SJC,North America,US,San Jose,223,9.07
34.216.155.149,443,443,true,PDX,North America,US,Portland,389,9.07
54.177.196.101,80,443,true,SJC,North America,US,San Jose,327,9.07
54.189.186.13,443,443,true,SEA,North America,US,Seattle,254,9.07
54.213.191.93,443,443,true,SEA,North America,US,Seattle,368,9.07
54.188.95.62,443,443,true,SEA,North America,US,Seattle,268,9.07
34.216.79.84,443,443,true,PDX,North America,US,Portland,308,9.07
47.129.208.198,443,443,true,SIN,Asia Pacific,SG,Singapore,272,9.07
54.200.244.93,443,443,true,PDX,North America,US,Portland,279,9.07
35.178.253.69,443,443,true,LHR,Europe,GB,London,373,9.07
34.222.62.134,443,443,true,PDX,North America,US,Portland,232,9.06
34.219.77.198,443,443,true,PDX,North America,US,Portland,298,9.06
204.110.220.106,80,443,true,SJC,North America,US,San Jose,209,9.06
35.178.235.225,443,443,true,LHR,Europe,GB,London,274,9.06
34.220.228.210,443,443,true,PDX,North America,US,Portland,210,9.06
51.20.207.0,443,443,true,ARN,Europe,SE,Stockholm,336,9.06
54.176.113.170,80,443,true,SJC,North America,US,San Jose,397,9.06
54.201.252.62,443,443,true,SEA,North America,US,Seattle,252,9.05
34.218.238.202,443,443,true,PDX,North America,US,Portland,304,9.05
52.88.214.227,443,443,true,SEA,North America,US,Seattle,372,9.05
54.191.198.182,443,443,true,SEA,North America,US,Seattle,348,9.05
18.175.61.20,443,443,true,LHR,Europe,GB,London,282,9.05
54.218.39.144,443,443,true,SEA,North America,US,Seattle,216,9.05
67.226.221.98,80,443,true,SJC,North America,US,San Jose,437,9.04
35.93.139.58,443,443,true,PDX,North America,US,Portland,214,9.04
54.213.215.13,2053,443,true,PDX,North America,US,Portland,230,9.04
52.33.209.182,443,443,true,SEA,North America,US,Seattle,210,9.04
54.202.56.174,443,443,true,SEA,North America,US,Seattle,282,9.03
52.40.253.118,443,443,true,SEA,North America,US,Seattle,323,9.03
54.191.97.107,443,443,true,SEA,North America,US,Seattle,328,9.03
34.216.225.25,443,443,true,PDX,North America,US,Portland,305,9.03
34.220.99.189,443,443,true,PDX,North America,US,Portland,286,9.03
52.42.71.111,443,443,true,SEA,North America,US,Seattle,260,9.03
54.244.187.251,443,443,true,SEA,North America,US,Seattle,277,9.03
34.214.85.157,443,443,true,PDX,North America,US,Portland,259,9.03
54.188.119.45,443,443,true,SEA,North America,US,Seattle,258,9.02
35.85.40.130,443,443,true,PDX,North America,US,Portland,362,9.02
34.213.167.21,443,443,true,PDX,North America,US,Portland,319,9.02
44.243.94.208,443,443,true,PDX,North America,US,Portland,269,9.02
54.202.5.57,443,443,true,SEA,North America,US,Seattle,222,9.02
34.217.134.218,443,443,true,PDX,North America,US,Portland,302,9.02
35.164.15.14,443,443,true,PDX,North America,US,Portland,254,9.02
52.42.168.59,443,443,true,SEA,North America,US,Seattle,244,9.02
54.176.205.20,80,443,true,SJC,North America,US,San Jose,200,9.02
34.210.43.106,443,443,true,PDX,North America,US,Portland,284,9.02
44.243.39.249,443,443,true,SEA,North America,US,Seattle,348,9.01
54.185.216.4,443,443,true,SEA,North America,US,Seattle,258,9.01
34.220.99.189,443,443,true,PDX,North America,US,Portland,272,9.01
34.220.210.132,443,443,true,PDX,North America,US,Portland,277,9.01
34.220.229.106,443,443,true,PDX,North America,US,Portland,251,9.00
54.201.137.180,443,443,true,SEA,North America,US,Seattle,430,9.00
34.220.195.65,443,443,true,PDX,North America,US,Portland,347,9.00
52.26.243.182,443,443,true,SEA,North America,US,Seattle,330,9.00
54.185.237.28,443,443,true,SEA,North America,US,Seattle,220,9.00
35.95.40.212,443,443,true,PDX,North America,US,Portland,287,9.00
34.219.58.132,443,443,true,PDX,North America,US,Portland,345,9.00
35.93.115.59,8443,443,true,PDX,North America,US,Portland,340,9.00
44.244.34.70,443,443,true,PDX,North America,US,Portland,329,8.99
54.187.212.113,8443,443,true,PDX,North America,US,Portland,284,8.99
52.88.147.111,443,443,true,SEA,North America,US,Seattle,436,8.99
35.93.141.47,443,443,true,PDX,North America,US,Portland,250,8.99
52.10.230.80,443,443,true,SEA,North America,US,Seattle,258,8.98
54.71.225.202,443,443,true,SEA,North America,US,Seattle,240,8.98
35.162.241.139,443,443,true,PDX,North America,US,Portland,285,8.98
54.213.134.77,443,443,true,SEA,North America,US,Seattle,456,8.98
54.191.97.107,443,443,true,SEA,North America,US,Seattle,254,8.97
44.243.244.183,443,443,true,PDX,North America,US,Portland,316,8.97
35.165.14.69,443,443,true,PDX,North America,US,Portland,257,8.97
63.176.160.97,443,443,true,AMS,Europe,NL,Amsterdam,280,8.97
35.90.0.16,443,443,true,PDX,North America,US,Portland,222,8.97
35.178.206.170,443,443,true,LHR,Europe,GB,London,383,8.96
35.95.43.93,443,443,true,PDX,North America,US,Portland,368,8.96
54.202.221.202,443,443,true,SEA,North America,US,Seattle,275,8.96
35.87.181.183,443,443,true,PDX,North America,US,Portland,374,8.96
34.220.150.51,8443,443,true,PDX,North America,US,Portland,229,8.96
54.245.158.32,443,443,true,SEA,North America,US,Seattle,233,8.95
35.86.166.9,443,443,true,PDX,North America,US,Portland,269,8.95
52.13.53.162,8443,443,true,SEA,North America,US,Seattle,248,8.95
52.40.221.63,443,443,true,SEA,North America,US,Seattle,359,8.95
34.209.213.67,443,443,true,PDX,North America,US,Portland,307,8.95
54.185.195.202,443,443,true,SEA,North America,US,Seattle,259,8.95
54.191.65.215,443,443,true,SEA,North America,US,Seattle,278,8.95
44.243.216.112,443,443,true,SEA,North America,US,Seattle,296,8.95
67.226.221.29,80,443,true,SJC,North America,US,San Jose,417,8.95
35.86.173.65,8443,443,true,PDX,North America,US,Portland,218,8.95
52.32.120.250,443,443,true,SEA,North America,US,Seattle,244,8.94
54.188.101.214,443,443,true,SEA,North America,US,Seattle,228,8.94
